X,Y,objectid,school,address,alt_address,city,cty_dist,island,state,zipcode,website,grades,gender,tuition21,faculty21,enrollment21
-155.08875778574,19.7196393048267,55,Mauna Loa School,172 Kapiolani Street,,Hilo,Hawaii (Big Island),Hawaii,HI,96720,www.maunaloaschool.org,K thru 8th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: 4850; Grade 1: 4850; Grade 2: 4850; Grade 3: 4850; Grade 4: 4850; Grade 5: 4850; Grade 6: 4850; Grade 7: 4850; Grade 8: 4850; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",3,57
-157.817298667619,21.3031189218134,56,Mid-Pacific Institute,2445 Kaala Street,,Honolulu,Oahu - Honolulu,Oahu,HI,,www.midpac.edu,PreSchool thru 12th,Co-ed,"Early Childhood: ; PreSchool: $27,511; Kindergarten: $27,511; Grade 1: $27,511; Grade 2: $27,511; Grade 3: $27,511; Grade 4: $27,511; Grade 5: $27,511; Grade 6: $27,511; Grade 7: $27,511; Grade 8: $27,511; Grade 9: $27,511; Grade 10: $27,511; Grade 11: $2",139,1430
-157.83643472571,21.3085797901685,57,Montessori Community School,1239 Nehoa Street,,Honolulu,Oahu - Honolulu,Oahu,HI,,montessorihawaii.org,Two-Year-Olds & Preschool thru 6th grade,Co-ed,"Early Childhood: $14,995.00; PreSchool: $11,995.00; Kindergarten: $11,995.00; Grade 1: $15,295.00; Grade 2: $15,295.00; Grade 3: $15,295.00; Grade 4: $15,295.00; Grade 5: $15,295.00; Grade 6: $15,295.00; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade ",15,164
-156.320501836673,20.868881389211,58,Montessori School of Maui,2933 Baldwin Avenue,,Makawao,Maui,Maui,HI,96768,www.momi.org,Early Childhood thru 8th,Co-ed,"Early Childhood: $15,612; PreSchool: $15,372; Kindergarten: $15,372; Grade 1: $15,734; Grade 2: $15,734; Grade 3: $15,734; Grade 4: $15,841; Grade 5: $15,841; Grade 6: $15,841; Grade 7: $17,982; Grade 8: $17,982; Grade 9: ; Grade 10: ; Grade 11: ; Grade 1",11,234
-157.93029262589,21.3567289555321,59,Navy Hale Keiki School,153 Bougainville Drive,,Honolulu,Oahu - Central/Leeward,Oahu,HI,96818,www.nhks.org,PreSchool thru 5th,Co-ed,"Early Childhood: ; PreSchool: 7575; Kindergarten: 9760; Grade 1: 10110; Grade 2: 10110; Grade 3: 10110; Grade 4: 10110; Grade 5: 10110; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",13,213
-158.024812500205,21.3785730001594,60,New Hope Christian School,"94-050 Farrington Hwy., Suite C-2",,Waipahu,Oahu - Central/Leeward,Oahu,HI,96797,http://www.nhcshi.org,Early Childhood thru 8th grade,Co-ed,"Early Childhood: 7500; PreSchool: 7500; Kindergarten: 7500; Grade 1: 7500; Grade 2: 7500; Grade 3: 7500; Grade 4: 7500; Grade 5: 7500; Grade 6: 7500; Grade 7: 7500; Grade 8: 7500; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",13,150
-157.964377494468,21.4052219692813,61,Our Lady of Good Counsel School,1530 Hoolana Street,,Pearl City,Oahu - Honolulu,Oahu,HI,96782,www.olgchawaii.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 9750; Kindergarten: 8000; Grade 1: 8000; Grade 2: 8000; Grade 3: 8000; Grade 4: 8000; Grade 5: 8000; Grade 6: 8000; Grade 7: 8000; Grade 8: 8000; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",22,168
-157.936896332197,21.3831222252556,62,Our Savior Lutheran School,98-1098 Moanalua Road,,Aiea,Oahu - Central/Leeward,Oahu,HI,96701,www.oursaviorlutheranschool.org,PreSchool and K-8,Co-ed,"Early Childhood: ; PreSchool: 7900-9300; Kindergarten: 9300; Grade 1: 9300; Grade 2: 9300; Grade 3: 9300; Grade 4: 9300; Grade 5: 9300; Grade 6: 9300; Grade 7: 9300; Grade 8: 9300; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",11,93
-157.852311013178,21.3158380171924,63,Pacific Buddhist Academy,1754 Lusitana Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96813,www.pacificbuddhistacademy.org,9th thru 12th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: ; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: 17,250; Grade 10: 17,250; Grade 11: 17,250; Grade 12: 17,250; Higher Education: ",8,75
-155.669797449739,20.0222787014223,64,Parker School,65-1224 Lindsey Road,,Kamuela,Hawaii (Big Island),Hawaii,HI,,www.parkerschoolhawaii.org,K-12,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: 16,650; Grade 1: 16,650; Grade 2: 16,650; Grade 3: 16,650; Grade 4: 16,650; Grade 5: 16,650; Grade 6: 18,610; Grade 7: 18,610; Grade 8: 18,610; Grade 9: 18,610; Grade 10: 18,610; Grade 11: 18,610; Grade 12: 18",28,305
-157.828295064929,21.3032709218661,65,Punahou School,1601 Punahou Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96822,www.punahou.edu,K - 12,Co-ed,"Early Childhood: ; PreSchool: 2021-2022; Kindergarten: $27,716; Grade 1: $27,716; Grade 2: $27,716; Grade 3: $27,716; Grade 4: $27,716; Grade 5: $27,716; Grade 6: $27,716; Grade 7: $27,716; Grade 8: $27,716; Grade 9: $27,716; Grade 10: $27,716; Grade 11: ",345,3770
-156.323175772665,20.9155080640378,66,ROOTS School of Maui,740 Haiku Road,,Haiku,Maui,Maui,HI,96708,http://rootsmaui.org,PreSchool thru 5th,Co-ed,"Early Childhood: ; PreSchool: 8850; Kindergarten: 8850; Grade 1: 8850; Grade 2: 8850; Grade 3: 8850; Grade 4: 8850; Grade 5: 8850; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",5,50
-157.80678791436,21.2857305135103,67,Sacred Hearts Academy,3253 Waialae Avenue,,Honolulu,Oahu - Honolulu,Oahu,HI,,https://www.sacredhearts.org,Preschool through 12th,Girls Only,"Early Childhood: ; PreSchool: 13426; Kindergarten: 13466; Grade 1: 13466; Grade 2: 13466; Grade 3: 13841; Grade 4: 14171; Grade 5: 13741; Grade 6: 14141; Grade 7: 15465; Grade 8: 15465; Grade 9: 17976; Grade 10: 17976; Grade 11: 17976; Grade 12: 18126; Hi",66,669
-156.675988435398,20.8753005086524,68,Sacred Hearts School,239 Dickenson Street,,Lahaina,Maui,Maui,HI,96761,www.shsmaui.org,K-12,Co-ed,"Early Childhood: $7,300.00; PreSchool: $7,300.00; Kindergarten: $8,000.00; Grade 1: $8,000.00; Grade 2: $8,000.00; Grade 3: $8,000.00; Grade 4: $8,000.00; Grade 5: $8,000.00; Grade 6: $8,450.00; Grade 7: $8,450.00; Grade 8: $8,450.00; Grade 9: $8,900; Gra",18,202
-157.808414320495,21.290336240972,69,Saint Louis School,3142 Waialae Avenue,,Honolulu,Oahu - Honolulu,Oahu,HI,,www.saintlouishawaii.org,Kindergarten thru 12th,Boys Only,"Early Childhood: ; PreSchool: ; Kindergarten: 14,300.00; Grade 1: 14,300.00; Grade 2: 14,300.00; Grade 3: 14,300.00; Grade 4: 14,300.00; Grade 5: 14,300.00; Grade 6: 16,200.00; Grade 7: 16,200.00; Grade 8: 16,200.00; Grade 9: 18,200.00; Grade 10: 18,200.0",62,882
-157.798555509225,21.4079278976458,70,Saint Mark Lutheran School,45-725 Kamehameha Hwy.,,Kaneohe,Oahu - Windward/North Shore,Oahu,HI,96744,www.smls-hawaii.org,PK3 thru 8th,Co-ed,"Early Childhood: ; PreSchool: 9754; Kindergarten: 9754; Grade 1: 9754; Grade 2: 9754; Grade 3: 9754; Grade 4: 9754; Grade 5: 9754; Grade 6: 10350; Grade 7: 10350; Grade 8: 10350; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",15,218
-157.805710474821,21.2850748151359,71,Saint Patrick School,3320 Harding Avenue,,Honolulu,Oahu - Honolulu,Oahu,HI,96816,www.saintpatrickhawaii.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 7950; Kindergarten: 7950; Grade 1: 7750; Grade 2: 7750; Grade 3: 7750; Grade 4: 7750; Grade 5: 7750; Grade 6: 7750; Grade 7: 7750; Grade 8: 7750; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",26,282
-157.860745363556,21.3246193519826,72,Saint Theresa School,712 North School Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96817,www.sts-hi.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 9123; Kindergarten: 7790; Grade 1: 7790; Grade 2: 7790; Grade 3: 7790; Grade 4: 7790; Grade 5: 7790; Grade 6: 7790; Grade 7: 7790; Grade 8: 7790; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",22,249
-156.310887409491,20.8410613173664,73,Seabury Hall,480 Olinda Road,,Makawao,Maui,Maui,HI,96768,www.seaburyhall.org,6th thru 12th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: ; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: 22270; Grade 7: 22270; Grade 8: 22270; Grade 9: 22270; Grade 10: 22270; Grade 11: 22270; Grade 12: 22270; Higher Education: ",59,490
-157.854832196138,21.3184121992615,74,Soto Academy,1708 Nuuanu Avenue,,Honolulu,Oahu - Honolulu,Oahu,HI,96817,https://sotoacademy.org/,Kindergarten thru 6th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: 12300; Grade 1: 12300; Grade 2: 12300; Grade 3: 12300; Grade 4: 12300; Grade 5: 12300; Grade 6: 12300; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",7,51
-157.738410687571,21.4002389621919,75,St Anthony School Kailua,148 Makawao Street,,Kailua,Oahu - Windward/North Shore,Oahu,HI,96734,www.saskailua.org,PS-8,Co-ed,"Early Childhood: ; PreSchool: $8572/9978; Kindergarten: $8193; Grade 1: $8193; Grade 2: $8193; Grade 3: $8193; Grade 4: $8193; Grade 5: $8193; Grade 6: $8355; Grade 7: $8355; Grade 8: $8560; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education:",27,278
-157.856800864193,21.3097105362268,76,St. Andrew's Schools - The Prep,224 Queen Emma Square,,Honolulu,Oahu - Honolulu,Oahu,HI,96813,www.standrewsschools.org,K-6,Boys Only,"Early Childhood: ; PreSchool: ; Kindergarten: $18,575; Grade 1: $18,575; Grade 2: $18,575; Grade 3: $18,575; Grade 4: $18,575; Grade 5: $18,575; Grade 6: $18,575; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",10,65
-157.837399901959,21.3372641414807,77,St. Andrew's Schools - The Preschool,3019 Pali Highway,,Honolulu,Oahu - Honolulu,Oahu,HI,96817,www.standrewsschools.org,2-5 years,Co-ed,"Early Childhood: ; PreSchool: $13,680; Kindergarten: ; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",16,101
-157.856800864193,21.3097105362268,78,St. Andrew's Schools - The Priory,224 Queen Emma Square,,Honolulu,Oahu - Honolulu,Oahu,HI,96813,www.standrewsschools.org,K thru 12th,Girls Only,"Early Childhood: ; PreSchool: ; Kindergarten: $18,575; Grade 1: $18,575; Grade 2: $18,575; Grade 3: $18,575; Grade 4: $18,575; Grade 5: $18,575; Grade 6: $18,575; Grade 7: $18,575; Grade 8: $18,575; Grade 9: $19,950; Grade 10: $19,950; Grade 11: $19,950; ",20,223
-159.317058126274,22.0909712308745,79,St. Catherine School,5021 Kawaihau Road,,Kapaa,Kauai,Kauai,HI,96745,www.scskauai.org,,Co-ed,"Early Childhood: ; PreSchool: 725; Kindergarten: 7300; Grade 1: 7300; Grade 2: 7300; Grade 3: 7300; Grade 4: 7300; Grade 5: 7300; Grade 6: 7300; Grade 7: 7300; Grade 8: 7300; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",17,170
-157.834782029434,21.3033810841001,80,St. Clement's School,1515 Wilder Avenue,,Honolulu,Oahu - Honolulu,Oahu,HI,,http://www.stclem.com,PreSchool thru Kindergarten,Co-ed,"Early Childhood: ; PreSchool: $12,402.00; Kindergarten: $12,402.00; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",18,92
-157.929907386236,21.3766601682845,81,St. Elizabeth School,99-310 Moanalua Road,,Aiea,Oahu - Honolulu,Oahu,HI,96701,www.steliz-hi.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 7500; Kindergarten: 7500; Grade 1: 7500; Grade 2: 7500; Grade 3: 7500; Grade 4: 7500; Grade 5: 7500; Grade 6: 7500; Grade 7: 7500; Grade 8: 7500; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",12,141
-157.729242871283,21.3795430768911,82,St. John Vianney School,940 Keolu Drive,,Kailua,Oahu - Windward/North Shore,Oahu,HI,96734,www.sjvkailua.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 8530; Kindergarten: 8230; Grade 1: 8230; Grade 2: 8230; Grade 3: 8230; Grade 4: 8230; Grade 5: 8230; Grade 6: 8230; Grade 7: 8230; Grade 8: 8230; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",14,176
-158.014711092279,21.4571657829457,83,St. John's Catholic Preschool,95-370 Kuahelani Ave,,Mililani Town,Oahu - Central/Leeward,Oahu,HI,96789,https://www.stjohnmililani.org/preschool,PK-K,Co-ed,"Early Childhood: ; PreSchool: 11,700; Kindergarten: 11,700; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",2,24
-158.00834634437,21.3826753398998,84,St. Joseph Parish School,94-651 Farrington Hwy.,,Waipahu,Oahu - Honolulu,Oahu,HI,96797,www.stjosephwaipahu.org,PK-8,Co-ed,"Early Childhood: ; PreSchool: 8988; Kindergarten: 8400; Grade 1: 8400; Grade 2: 8400; Grade 3: 8400; Grade 4: 8400; Grade 5: 8400; Grade 6: 8400; Grade 7: 8400; Grade 8: 8400; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",17,293
-155.084421484194,19.7141050547977,85,St. Joseph School,1000 Ululani Street,,Hilo,Hawaii (Big Island),Hawaii,HI,96720,www.sjshilo.com,PreSchool thru 12th,Co-ed,"Early Childhood: ; PreSchool: 7000; Kindergarten: 7140; Grade 1: 7140; Grade 2: 7140; Grade 3: 7140; Grade 4: 7140; Grade 5: 7140; Grade 6: 7140; Grade 7: 8295; Grade 8: 8295; Grade 9: 9293; Grade 10: 9293; Grade 11: 9293; Grade 12: 9293; Higher Education",20,223
-158.121905069211,21.5690533811665,86,St. Michael School,67-340 Haona Street,,Waialua,Oahu - Windward/North Shore,Oahu,HI,96791,www.stmichaelschoolhi.com,PK-12,Co-ed,"Early Childhood: ; PreSchool: 8000; Kindergarten: 7500; Grade 1: 7500; Grade 2: 7500; Grade 3: 7500; Grade 4: 7500; Grade 5: 7500; Grade 6: 7500; Grade 7: 7500; Grade 8: 7500; Grade 9: 9950; Grade 10: 9950; Grade 11: 9950; Grade 12: 9950; Higher Education",8,98
-157.914130095539,21.34616827635,87,St. Philomena Early Learning Center,3300 Ala Laulani Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96818,http://www.stphilomenaearlylearningcenter.com/,Early Childhood thru Kindergarten,Co-ed,"Early Childhood: $13,800.00; PreSchool: $13,140.00; Kindergarten: $13,615.00; Grade 1: ; Grade 2: ; Grade 3: ; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",7,129
-159.713074081329,21.9668009948551,88,St. Theresa School,8311 Kaumualii Highway,,Kekaha,Kauai,Kauai,HI,96752,www.sttheresakauai.com,PK-8,Co-ed,"Early Childhood: ; PreSchool: 6481; Kindergarten: 5892; Grade 1: 5892; Grade 2: 5892; Grade 3: 5892; Grade 4: 5892; Grade 5: 5892; Grade 6: 5892; Grade 7: 5892; Grade 8: 5892; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",15,140
-157.962370383548,21.4152321315857,89,The Children's House,1840 Komo Mai Drive,,Pearl City,Oahu - Central/Leeward,Oahu,HI,96782,www.childrenshousehawaii.org,PS-3,Co-ed,"Early Childhood: ; PreSchool: 12860; Kindergarten: 12980; Grade 1: 14220; Grade 2: 14220; Grade 3: 14220; Grade 4: ; Grade 5: ; Grade 6: ; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",26,210
-157.764302370866,21.375010314285,90,Trinity Christian School,875 Auloa Road,1110 Kailua Road,Kailua,Oahu - Windward/North Shore,Oahu,HI,96734,www.TCSKailua.net,PreSchool thru 12th,Co-ed,"Early Childhood: ; PreSchool: 12,400; Kindergarten: 14,400; Grade 1: 14,400; Grade 2: 14,400; Grade 3: 14,400; Grade 4: 14,400; Grade 5: 14,400; Grade 6: 14,400; Grade 7: 16,000; Grade 8: 16,000; Grade 9: 16,000; Grade 10: 16,000; Grade 11: 16,000; Grade ",25,274
-158.010012629732,21.5017254434688,91,Trinity Lutheran School,1611 California Avenue,,Wahiawa,Oahu - Honolulu,Oahu,HI,96786,https://www.tls-hawaii.org,PS-8,Co-ed,"Early Childhood: ; PreSchool: $3950-$750; Kindergarten: $9000; Grade 1: $9000; Grade 2: $9000; Grade 3: $9000; Grade 4: $9000; Grade 5: $9000; Grade 6: $9000; Grade 7: $9000; Grade 8: $9000; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education:",11,165
-157.795186787073,21.2636589983931,92,Variety School of Hawaii,710 Palekaua Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96816,www.varietyschool.org,K thru 12th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: 39,655; Grade 1: 39,655; Grade 2: 39,655; Grade 3: 39,655; Grade 4: 39,655; Grade 5: 39,655; Grade 6: 39,655; Grade 7: 39,655; Grade 8: 39,655; Grade 9: 39,655; Grade 10: 39,655; Grade 11: 39,655; Grade 12: 39",10,41
-155.671606616389,20.021503360614,93,Waimea Country School,65-1237 Kawaihae Rd,,Kamuela,Hawaii (Big Island),Hawaii,HI,96743,www.waimeacountryschool.org,Kindergarten thru 6th,Co-ed,"Early Childhood: ; PreSchool: ; Kindergarten: 11,500; Grade 1: 11,500; Grade 2: 11,500; Grade 3: 11,500; Grade 4: 11,500; Grade 5: 11,500; Grade 6: 11,500; Grade 7: ; Grade 8: ; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",6,46
-157.852050403851,21.3251601029341,94,Waolani Judd Nazarene School,408 North Judd Street,,Honolulu,Oahu - Honolulu,Oahu,HI,96817,www.wjns.org,PreSchool thru 8th,Co-ed,"Early Childhood: ; PreSchool: 11424; Kindergarten: 7800; Grade 1: 7800; Grade 2: 7800; Grade 3: 7800; Grade 4: 7800; Grade 5: 7800; Grade 6: 8270; Grade 7: 8270; Grade 8: 8270; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",19,229
-157.78962734156,21.4039333328117,95,Windward Nazarene Academy,45-232 Puaae Road,,Kane'ohe,Oahu - Windward/North Shore,Oahu,HI,96744,www.wnahawaii.com,Preschool thru 8th,Co-ed,"Early Childhood: ; PreSchool: 10470; Kindergarten: 9885; Grade 1: 9885; Grade 2: 9885; Grade 3: 9885; Grade 4: 9885; Grade 5: 9885; Grade 6: 9885; Grade 7: 9885; Grade 8: 9885; Grade 9: ; Grade 10: ; Grade 11: ; Grade 12: ; Higher Education: ",16,147
