"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"1500000US150030024011","Block Group 1, Census Tract 24.01, Honolulu County, Hawaii","745","273","134","148","134","148","134","148","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","124","76","99","64","99","64","0","11","0","11","0","11","0","11","0","11","15","23","0","11","0","11","0","11","0","11","0","11","15","23","10","16","367","136","320","115","247","108","0","11","0","11","73","65","0","11","0","11","47","65","12","20","0","11","0","11","7","11","12","19","0","11","16","25","0","11","120","56","9","16","0","11","0","11","9","16","0","11","0","11","111","54","0","11","66","54","0","11","35","27","0","11","0","11","10","14","0","11",
"1500000US150030024012","Block Group 2, Census Tract 24.01, Honolulu County, Hawaii","1365","337","308","122","286","121","252","111","22","33","0","11","12","19","0","11","0","11","22","40","22","40","0","11","0","11","0","11","0","11","0","11","0","11","233","112","219","107","194","103","16","24","0","11","0","11","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","22","655","161","613","146","509","138","40","49","0","11","49","43","5","10","10","25","9","16","0","11","9","16","0","11","0","11","0","11","0","11","0","11","33","49","169","88","76","68","64","65","12","19","0","11","0","11","0","11","93","66","0","11","53","46","0","11","33","47","0","11","0","11","7","12","0","11",
"1500000US150030024013","Block Group 3, Census Tract 24.01, Honolulu County, Hawaii","1221","445","349","247","349","247","76","72","0","11","0","11","254","223","19","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","327","204","305","202","239","179","19","31","0","11","47","73","0","11","0","11","7","11","0","11","0","11","0","11","0","11","0","11","7","11","15","22","433","193","401","183","243","130","19","20","0","11","139","109","0","11","0","11","32","45","0","11","0","11","0","11","0","11","32","45","0","11","0","11","0","11","112","57","18","21","0","11","0","11","18","21","0","11","0","11","94","56","0","11","37","39","20","32","0","11","0","11","0","11","37","38","0","11",
"1500000US150030024021","Block Group 1, Census Tract 24.02, Honolulu County, Hawaii","1504","255","225","113","225","113","30","29","35","30","0","11","160","113","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","468","145","391","145","186","85","140","122","12","19","53","69","0","11","0","11","9","14","0","11","0","11","0","11","0","11","0","11","9","14","68","53","621","161","532","157","386","142","54","62","20","26","72","82","0","11","0","11","47","34","31","27","6","10","0","11","10","16","0","11","0","11","0","11","42","52","190","82","79","54","0","11","29","25","50","54","0","11","0","11","111","59","0","11","20","22","29","27","25","41","0","11","8","14","29","26","0","11",
"1500000US150030024022","Block Group 2, Census Tract 24.02, Honolulu County, Hawaii","1479","263","164","100","116","85","104","82","0","11","0","11","12","19","0","11","0","11","40","63","0","11","0","11","0","11","0","11","0","11","40","63","8","12","288","130","240","115","165","80","37","43","0","11","38","59","0","11","0","11","14","21","0","11","0","11","14","21","0","11","0","11","0","11","34","53","683","197","590","192","492","178","55","57","0","11","29","26","14","22","0","11","74","52","19","20","10","15","0","11","0","11","0","11","0","11","45","46","19","20","344","112","108","75","49","64","0","11","59","42","0","11","0","11","236","104","0","11","80","57","58","57","0","11","0","11","11","18","87","51","0","11",
"1500000US150030025001","Block Group 1, Census Tract 25, Honolulu County, Hawaii","1576","342","207","116","168","109","58","57","60","73","0","11","50","50","0","11","0","11","39","41","0","11","0","11","0","11","0","11","16","26","23","29","0","11","322","134","233","110","187","114","13","24","0","11","33","40","0","11","0","11","65","72","11","20","0","11","0","11","0","11","0","11","54","68","24","36","844","212","690","205","586","192","93","61","0","11","11","17","0","11","0","11","78","58","20","31","15","25","0","11","0","11","0","11","0","11","43","45","76","53","203","97","52","49","14","22","0","11","38","44","0","11","0","11","151","78","0","11","30","33","17","27","0","11","0","11","15","25","89","65","0","11",
"1500000US150030025002","Block Group 2, Census Tract 25, Honolulu County, Hawaii","1907","361","74","68","73","68","46","58","0","11","0","11","27","37","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","586","270","399","161","232","117","167","121","0","11","0","11","0","11","0","11","73","75","37","45","0","11","0","11","0","11","0","11","36","43","114","170","762","218","696","218","457","152","127","111","18","29","67","56","27","43","0","11","39","38","24","34","14","22","0","11","1","2","0","11","0","11","0","11","27","30","485","147","113","111","0","11","0","11","113","111","0","11","0","11","372","170","0","11","152","142","61","78","88","67","0","11","0","11","71","60","0","11",
"1500000US150030026001","Block Group 1, Census Tract 26, Honolulu County, Hawaii","1137","330","253","160","250","160","58","62","9","16","0","11","183","160","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","3","7","312","149","262","125","191","133","64","54","0","11","7","15","0","11","0","11","39","41","11","17","0","11","0","11","0","11","0","11","28","33","11","14","388","112","345","103","245","96","37","46","1","2","62","49","0","11","0","11","40","35","13","18","0","11","0","11","0","11","0","11","0","11","27","30","3","6","184","95","28","27","16","20","0","11","12","17","0","11","0","11","154","92","0","11","55","32","10","15","14","33","0","11","7","12","68","63","2","4",
"1500000US150030026002","Block Group 2, Census Tract 26, Honolulu County, Hawaii","886","303","129","110","66","66","44","52","0","11","0","11","22","50","0","11","0","11","63","87","0","11","0","11","0","11","0","11","0","11","63","87","0","11","314","195","314","195","266","199","28","45","0","11","20","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","329","132","299","122","174","84","0","11","0","11","114","78","0","11","11","18","21","28","6","11","0","11","15","24","0","11","0","11","0","11","0","11","9","14","114","54","26","24","17","18","0","11","9","15","0","11","0","11","88","51","0","11","9","14","20","22","6","10","0","11","0","11","53","41","0","11",
"1500000US150030026003","Block Group 3, Census Tract 26, Honolulu County, Hawaii","1051","270","212","134","198","135","42","37","139","130","0","11","17","29","0","11","0","11","6","11","0","11","0","11","0","11","0","11","0","11","6","11","8","19","289","120","263","121","227","117","17","20","0","11","19","32","0","11","0","11","11","17","0","11","0","11","0","11","0","11","0","11","11","17","15","23","331","112","294","115","169","78","85","84","0","11","40","47","0","11","0","11","30","26","6","9","0","11","7","10","0","11","0","11","0","11","17","21","7","12","219","74","69","53","13","16","0","11","56","51","0","11","0","11","150","71","0","11","64","48","16","19","34","53","0","11","8","12","28","29","0","11",
"1500000US150030026004","Block Group 4, Census Tract 26, Honolulu County, Hawaii","1065","203","117","80","105","73","19","29","0","11","0","11","86","67","0","11","0","11","12","18","0","11","0","11","0","11","0","11","0","11","12","18","0","11","285","126","179","78","125","72","28","36","0","11","16","25","10","24","0","11","10","15","10","15","0","11","0","11","0","11","0","11","0","11","96","113","403","105","384","103","270","96","27","31","0","11","77","43","10","15","0","11","19","21","8","14","0","11","0","11","0","11","0","11","0","11","11","16","0","11","260","71","54","46","0","11","0","11","54","46","0","11","0","11","206","69","0","11","66","36","59","49","14","23","0","11","0","11","67","37","0","11",
"1500000US150030027011","Block Group 1, Census Tract 27.01, Honolulu County, Hawaii","1282","309","206","69","191","70","102","62","73","58","0","11","16","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","26","719","247","539","186","375","181","142","79","0","11","22","40","0","11","0","11","34","37","34","37","0","11","0","11","0","11","0","11","0","11","146","124","273","105","261","97","138","75","83","88","0","11","40","42","0","11","0","11","3","5","0","11","0","11","3","5","0","11","0","11","0","11","0","11","9","21","84","33","15","15","0","11","4","6","11","14","0","11","0","11","69","36","0","11","28","18","4","11","23","29","0","11","0","11","14","20","0","11",
"1500000US150030027012","Block Group 2, Census Tract 27.01, Honolulu County, Hawaii","3372","319","701","214","555","186","409","165","134","80","0","11","0","11","12","27","0","11","34","37","34","37","0","11","0","11","0","11","0","11","0","11","112","94","2617","326","2047","334","1578","340","456","243","0","11","13","20","0","11","0","11","121","75","114","73","0","11","0","11","0","11","0","11","7","17","449","208","51","44","43","35","41","35","2","5","0","11","0","11","0","11","0","11","8","13","0","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","3","5","0","11","0","11","0","11","0","11","0","11","0","11","3","5","0","11","0","11","3","5","0","11","0","11","0","11","0","11","0","11",
"1500000US150030027013","Block Group 3, Census Tract 27.01, Honolulu County, Hawaii","912","206","180","80","180","80","153","76","11","25","0","11","16","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","257","100","233","94","144","68","62","41","0","11","11","26","0","11","16","23","18","21","0","11","0","11","0","11","0","11","0","11","18","21","6","11","319","93","265","87","225","79","23","25","0","11","17","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","54","41","156","51","34","25","0","11","0","11","34","25","0","11","0","11","122","49","0","11","100","47","4","6","0","11","0","11","0","11","18","16","0","11",
"1500000US150030027021","Block Group 1, Census Tract 27.02, Honolulu County, Hawaii","2147","475","198","93","189","93","115","80","28","36","0","11","46","50","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","40","597","229","477","208","342","129","32","36","0","11","103","169","0","11","0","11","60","65","58","65","0","11","0","11","0","11","0","11","2","4","60","54","900","251","837","256","699","229","38","39","0","11","81","69","19","31","0","11","21","44","0","11","0","11","0","11","17","38","0","11","0","11","4","17","42","42","452","149","49","47","17","29","0","11","32","38","0","11","0","11","403","144","0","11","230","106","46","53","0","11","0","11","19","31","108","87","0","11",
"1500000US150030027022","Block Group 2, Census Tract 27.02, Honolulu County, Hawaii","1203","433","232","133","195","126","155","129","40","51","0","11","0","11","0","11","0","11","37","43","20","35","0","11","0","11","0","11","0","11","17","26","0","11","409","252","330","176","259","151","45","50","0","11","26","43","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","79","108","377","164","328","157","299","156","16","24","0","11","13","22","0","11","0","11","34","38","19","31","0","11","0","11","0","11","0","11","0","11","15","23","15","23","185","103","72","59","15","24","0","11","57","66","0","11","0","11","113","92","0","11","30","35","68","82","0","11","0","11","0","11","15","23","0","11",
"1500000US150030027023","Block Group 3, Census Tract 27.02, Honolulu County, Hawaii","1653","454","485","281","280","178","200","131","0","11","0","11","38","71","42","64","0","11","205","244","0","11","0","11","0","11","0","11","0","11","205","244","0","11","215","130","188","117","171","114","17","27","0","11","0","11","0","11","0","11","27","30","14","23","0","11","0","11","13","21","0","11","0","11","0","11","561","196","486","183","355","156","0","11","0","11","67","74","64","75","0","11","50","47","11","19","0","11","0","11","0","11","0","11","0","11","39","45","25","40","392","137","36","42","17","26","0","11","19","32","0","11","0","11","356","134","0","11","182","95","83","70","19","31","0","11","0","11","72","71","0","11",
"1500000US150030028001","Block Group 1, Census Tract 28, Honolulu County, Hawaii","1670","308","219","98","219","98","181","85","19","25","0","11","19","20","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","272","181","251","181","195","168","12","18","4","9","37","41","3","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","21","20","695","169","637","169","515","158","56","44","0","11","28","41","38","45","0","11","30","25","22","22","0","11","0","11","0","11","0","11","0","11","8","12","28","27","484","89","61","36","16","17","0","11","45","32","0","11","0","11","423","91","0","11","251","83","77","44","0","11","0","11","8","13","87","56","0","11",
"1500000US150030028002","Block Group 2, Census Tract 28, Honolulu County, Hawaii","2101","353","263","126","250","127","194","116","48","47","0","11","8","14","0","11","0","11","13","20","0","11","0","11","0","11","0","11","0","11","13","20","0","11","505","188","407","156","276","113","94","72","0","11","31","30","6","11","0","11","49","51","0","11","0","11","0","11","0","11","0","11","49","51","49","50","893","178","798","171","559","152","155","92","0","11","71","50","13","21","0","11","77","52","27","34","0","11","0","11","0","11","0","11","0","11","50","38","18","24","440","91","216","83","27","25","0","11","189","84","0","11","0","11","224","83","0","11","162","72","15","17","8","13","0","11","0","11","39","31","0","11",
"1500000US150030029001","Block Group 1, Census Tract 29, Honolulu County, Hawaii","2403","219","514","98","493","88","465","86","19","17","0","11","9","12","0","11","0","11","5","8","5","8","0","11","0","11","0","11","0","11","0","11","16","21","484","126","475","117","423","119","38","36","0","11","11","15","3","6","0","11","2","5","2","5","0","11","0","11","0","11","0","11","0","11","7","23","980","106","938","102","891","103","27","21","0","11","10","12","10","17","0","11","30","22","19","17","5","8","0","11","0","11","0","11","0","11","6","9","12","14","425","53","42","27","14","17","0","11","28","21","0","11","0","11","383","55","0","11","220","57","41","26","0","11","0","11","0","11","122","46","0","11",
"1500000US150030030001","Block Group 1, Census Tract 30, Honolulu County, Hawaii","888","245","179","96","158","93","137","84","21","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","21","33","63","47","51","44","29","37","14","21","0","11","8","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","19","348","109","311","101","278","102","20","30","0","11","13","21","0","11","0","11","37","45","20","19","0","11","0","11","0","11","0","11","0","11","17","40","0","11","298","124","122","88","21","23","0","11","101","81","0","11","0","11","176","83","0","11","55","48","31","28","0","11","0","11","0","11","90","50","0","11",
"1500000US150030030002","Block Group 2, Census Tract 30, Honolulu County, Hawaii","1400","330","252","105","252","105","191","83","0","11","0","11","25","39","36","55","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","327","205","290","189","107","71","169","177","0","11","14","20","0","11","0","11","37","47","25","29","0","11","0","11","0","11","0","11","12","20","0","11","528","164","462","170","331","151","88","105","0","11","32","48","11","17","0","11","37","33","24","28","0","11","0","11","0","11","13","19","0","11","0","11","29","29","293","95","87","61","0","11","0","11","87","61","0","11","0","11","206","74","0","11","105","56","23","25","0","11","0","11","0","11","78","43","0","11",
"1500000US150030030003","Block Group 3, Census Tract 30, Honolulu County, Hawaii","1153","299","244","129","244","129","226","125","18","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","197","134","197","134","166","106","31","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","483","174","461","170","409","174","43","40","0","11","9","15","0","11","0","11","22","26","10","17","12","19","0","11","0","11","0","11","0","11","0","11","0","11","229","86","21","23","0","11","0","11","21","23","0","11","0","11","208","79","0","11","120","58","27","24","14","16","0","11","0","11","47","36","0","11",
"1500000US150030030004","Block Group 4, Census Tract 30, Honolulu County, Hawaii","1204","244","244","111","200","98","173","102","0","11","0","11","27","41","0","11","0","11","44","52","31","48","0","11","0","11","0","11","0","11","13","20","0","11","143","84","129","73","85","68","15","23","0","11","29","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","22","466","125","393","117","354","110","14","17","0","11","25","28","0","11","0","11","54","45","14","21","0","11","0","11","0","11","0","11","0","11","40","30","19","21","351","99","104","48","56","38","13","20","35","35","0","11","0","11","247","92","0","11","79","54","81","66","0","11","0","11","0","11","87","44","0","11",
"1500000US150030031011","Block Group 1, Census Tract 31.01, Honolulu County, Hawaii","1891","415","165","81","147","74","124","70","23","37","0","11","0","11","0","11","0","11","7","12","7","12","0","11","0","11","0","11","0","11","0","11","11","16","370","202","357","202","292","188","65","51","0","11","0","11","0","11","0","11","13","19","0","11","0","11","0","11","0","11","0","11","13","19","0","11","707","142","645","134","554","132","73","55","0","11","18","20","0","11","0","11","51","59","51","59","0","11","0","11","0","11","0","11","0","11","0","11","11","17","649","153","81","49","31","27","0","11","50","33","0","11","0","11","568","161","0","11","370","114","91","72","0","11","0","11","0","11","107","74","0","11",
"1500000US150030031012","Block Group 2, Census Tract 31.01, Honolulu County, Hawaii","2394","312","486","146","442","146","371","137","22","37","0","11","49","50","0","11","0","11","44","34","44","34","0","11","0","11","0","11","0","11","0","11","0","11","261","94","261","94","196","93","15","23","0","11","40","35","0","11","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","988","159","914","149","805","146","89","53","0","11","0","11","20","32","0","11","74","61","19","30","10","15","0","11","21","32","24","37","0","11","0","11","0","11","659","117","94","59","10","15","2","8","69","50","0","11","13","19","565","108","0","11","337","90","56","36","13","20","0","11","0","11","159","92","0","11",
"1500000US150030031021","Block Group 1, Census Tract 31.02, Honolulu County, Hawaii","2505","220","488","103","442","100","295","108","139","110","0","11","8","13","0","11","0","11","39","39","20","28","0","11","0","11","0","11","0","11","19","29","7","12","259","130","222","126","143","79","59","56","0","11","20","27","0","11","0","11","19","22","0","11","0","11","0","11","0","11","0","11","19","22","18","27","920","109","778","119","711","127","45","33","7","16","15","17","0","11","0","11","61","46","14","15","0","11","0","11","13","17","0","11","0","11","34","42","81","83","838","109","240","105","65","50","0","11","175","97","0","11","0","11","598","133","0","11","314","121","80","49","0","11","0","11","0","11","204","86","0","11",
"1500000US150030031022","Block Group 2, Census Tract 31.02, Honolulu County, Hawaii","864","204","169","89","161","87","113","77","48","58","0","11","0","11","0","11","0","11","8","13","8","13","0","11","0","11","0","11","0","11","0","11","0","11","98","70","75","62","23","18","40","56","0","11","12","19","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","23","26","350","109","325","98","289","88","36","30","0","11","0","11","0","11","0","11","25","32","25","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","247","118","15","17","9","14","0","11","6","11","0","11","0","11","232","116","0","11","107","100","7","12","13","21","0","11","0","11","105","53","0","11",
"1500000US150030032001","Block Group 1, Census Tract 32, Honolulu County, Hawaii","743","110","110","46","101","46","56","28","15","16","0","11","30","31","0","11","0","11","9","9","0","11","0","11","0","11","6","8","0","11","3","4","0","11","115","41","105","40","76","32","18","27","0","11","11","16","0","11","0","11","10","11","5","8","0","11","0","11","0","11","0","11","5","8","0","11","189","57","167","57","112","34","34","24","4","7","17","20","0","11","0","11","22","14","8","9","0","11","0","11","0","11","9","9","0","11","5","7","0","11","329","54","41","22","9","8","0","11","32","21","0","11","0","11","288","54","0","11","159","37","60","34","11","18","0","11","5","7","53","28","0","11",
"1500000US150030033001","Block Group 1, Census Tract 33, Honolulu County, Hawaii","1310","158","203","57","191","56","174","56","12","13","0","11","5","8","0","11","0","11","10","8","0","11","0","11","0","11","0","11","0","11","10","8","2","6","233","58","200","54","138","46","40","26","2","3","20","11","0","11","0","11","22","25","16","24","0","11","0","11","2","3","0","11","4","6","11","10","505","69","435","78","345","77","57","20","3","6","21","10","0","11","9","14","53","32","26","17","0","11","2","3","2","7","1","3","0","11","22","25","17","21","369","91","98","61","0","11","0","11","98","61","0","11","0","11","271","58","0","11","145","40","38","23","0","11","0","11","0","11","88","35","0","11",
"1500000US150030034031","Block Group 1, Census Tract 34.03, Honolulu County, Hawaii","1852","367","346","143","297","125","260","110","0","11","0","11","37","60","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","49","65","391","243","269","149","250","155","19","31","0","11","0","11","0","11","0","11","122","196","0","11","0","11","0","11","122","196","0","11","0","11","0","11","774","160","674","156","609","157","24","38","0","11","29","35","12","20","0","11","100","74","42","55","0","11","0","11","0","11","0","11","0","11","58","61","0","11","341","139","57","49","21","32","0","11","36","39","0","11","0","11","284","142","19","31","77","73","156","132","0","11","0","11","0","11","32","43","0","11",
"1500000US150030034032","Block Group 2, Census Tract 34.03, Honolulu County, Hawaii","765","242","29","35","29","35","0","11","17","29","0","11","12","20","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","186","142","186","142","146","104","40","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","371","119","351","120","224","113","32","38","0","11","95","80","0","11","0","11","20","30","0","11","0","11","0","11","3","8","0","11","0","11","17","29","0","11","179","104","75","70","17","27","0","11","58","66","0","11","0","11","104","71","0","11","67","57","0","11","0","11","0","11","0","11","37","58","0","11",
"1500000US150030034033","Block Group 3, Census Tract 34.03, Honolulu County, Hawaii","1508","324","280","141","280","141","176","128","16","26","0","11","88","82","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","316","146","316","146","227","130","18","29","0","11","71","60","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","538","160","521","162","409","151","56","49","0","11","43","35","13","20","0","11","17","28","0","11","17","28","0","11","0","11","0","11","0","11","0","11","0","11","374","134","197","110","21","33","0","11","176","106","0","11","0","11","177","105","0","11","83","60","0","11","0","11","0","11","0","11","94","86","0","11",
"1500000US150030034034","Block Group 4, Census Tract 34.03, Honolulu County, Hawaii","1477","303","72","73","72","73","0","11","36","58","0","11","36","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","428","191","379","193","361","196","18","29","0","11","0","11","0","11","0","11","19","31","0","11","0","11","0","11","0","11","0","11","19","31","30","45","639","155","562","152","315","154","185","93","0","11","52","48","10","17","0","11","38","29","0","11","0","11","0","11","7","12","11","18","0","11","20","22","39","44","338","124","35","40","0","11","0","11","35","40","0","11","0","11","303","124","0","11","105","68","70","67","39","45","0","11","0","11","89","61","0","11",
"1500000US150030034041","Block Group 1, Census Tract 34.04, Honolulu County, Hawaii","1595","287","236","135","219","135","159","129","6","14","0","11","12","19","42","66","0","11","17","26","17","26","0","11","0","11","0","11","0","11","0","11","0","11","302","142","270","132","222","132","30","36","0","11","0","11","18","30","0","11","32","38","0","11","0","11","0","11","32","38","0","11","0","11","0","11","651","191","596","184","497","174","99","88","0","11","0","11","0","11","0","11","27","30","27","30","0","11","0","11","0","11","0","11","0","11","0","11","28","38","406","160","97","72","64","65","0","11","33","38","0","11","0","11","309","126","0","11","225","107","77","72","7","12","0","11","0","11","0","11","0","11",
"1500000US150030034042","Block Group 2, Census Tract 34.04, Honolulu County, Hawaii","1932","444","277","221","277","221","96","75","19","30","0","11","162","213","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","794","335","678","325","572","290","92","107","0","11","14","22","0","11","0","11","16","26","16","26","0","11","0","11","0","11","0","11","0","11","100","157","590","172","567","169","380","154","131","102","0","11","56","49","0","11","0","11","23","36","0","11","0","11","0","11","0","11","0","11","0","11","23","36","0","11","271","89","49","40","0","11","0","11","47","40","0","11","2","6","222","90","0","11","79","59","66","42","0","11","0","11","0","11","77","72","0","11",
"1500000US150030034043","Block Group 3, Census Tract 34.04, Honolulu County, Hawaii","1015","325","133","122","133","122","66","64","0","11","0","11","67","106","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","456","251","418","223","303","178","44","70","0","11","71","85","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","38","61","334","111","285","114","242","109","10","15","0","11","33","37","0","11","0","11","49","40","27","22","0","11","0","11","0","11","0","11","0","11","22","31","0","11","92","73","16","25","0","11","0","11","16","25","0","11","0","11","76","68","14","21","37","60","10","15","0","11","0","11","0","11","15","23","0","11",
"1500000US150030034051","Block Group 1, Census Tract 34.05, Honolulu County, Hawaii","1954","252","333","125","333","125","171","89","26","41","0","11","114","94","22","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","592","177","467","178","355","129","52","61","0","11","39","49","0","11","21","25","19","22","0","11","0","11","0","11","8","13","0","11","11","17","106","84","652","137","572","136","503","128","40","42","8","12","0","11","10","15","11","16","18","19","0","11","0","11","0","11","0","11","0","11","0","11","18","19","62","63","377","92","120","66","34","33","0","11","86","57","0","11","0","11","257","76","0","11","142","56","18","19","0","11","0","11","22","24","75","42","0","11",
"1500000US150030034052","Block Group 2, Census Tract 34.05, Honolulu County, Hawaii","1485","228","251","105","203","90","181","91","0","11","0","11","12","17","10","15","0","11","48","53","0","11","0","11","0","11","0","11","0","11","48","53","0","11","191","89","182","88","147","88","18","20","0","11","0","11","17","20","0","11","9","14","0","11","0","11","0","11","0","11","0","11","9","14","0","11","713","140","667","138","532","132","39","41","9","13","72","59","15","18","0","11","19","21","0","11","0","11","0","11","0","11","0","11","0","11","19","21","27","24","330","95","46","46","0","11","0","11","46","46","0","11","0","11","274","94","0","11","125","68","51","33","28","24","0","11","0","11","70","54","10","16",
"1500000US150030034061","Block Group 1, Census Tract 34.06, Honolulu County, Hawaii","1063","330","73","96","73","96","0","11","0","11","0","11","73","96","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","347","193","347","193","145","135","0","11","0","11","22","38","180","165","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","492","272","492","272","473","270","0","11","19","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","151","96","0","11","0","11","0","11","0","11","0","11","0","11","151","96","0","11","96","87","0","11","0","11","0","11","55","90","0","11","0","11",
"1500000US150030034062","Block Group 2, Census Tract 34.06, Honolulu County, Hawaii","1843","492","354","199","332","197","106","96","140","171","0","11","86","115","0","11","0","11","22","36","0","11","0","11","22","36","0","11","0","11","0","11","0","11","327","217","309","220","199","116","0","11","0","11","66","120","44","70","0","11","18","32","18","32","0","11","0","11","0","11","0","11","0","11","0","11","915","254","880","246","530","201","117","111","57","69","176","142","0","11","0","11","17","29","0","11","0","11","0","11","0","11","0","11","0","11","17","29","18","29","247","98","95","67","17","27","28","48","50","41","0","11","0","11","152","77","0","11","67","57","38","38","17","29","0","11","0","11","30","32","0","11",
"1500000US150030034063","Block Group 3, Census Tract 34.06, Honolulu County, Hawaii","2187","706","356","196","356","196","214","164","27","42","0","11","115","110","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","724","538","587","431","555","425","14","23","0","11","18","29","0","11","0","11","49","46","27","43","0","11","0","11","0","11","0","11","22","40","88","126","704","328","568","275","466","259","21","34","53","86","0","11","0","11","28","48","30","35","0","11","0","11","0","11","0","11","0","11","7","16","23","32","106","118","403","159","125","108","23","31","0","11","102","104","0","11","0","11","278","169","0","11","115","104","51","63","76","80","0","11","0","11","36","41","0","11",
