X,Y,objectid,sch_code,sch_name,address,city,zip,phone,fax,principal,grade_from,grade_to,sch_type,website,complex,complex_area,district,island,charter,editdate
-157.797352074494,21.3956986440509,93,313,Kaneohe Elementary,45-495 Kamehameha Highway,Kaneohe,96744,808.233.5633,808.233.9185,Derek Kiyoshi Minakami,K,6,Elementary,http://www.kaneohe.hidoe.us/,Castle,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-157.99895562283,21.4158285737242,94,283,Kanoelani Elementary,94-1091 Oli Loop,Waipahu,96797,808.675.0195,808.675.0135,Stacie S G Kunihisa,K,6,Elementary,http://www.kanoelani.k12.hi.us,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-159.313883776006,22.0890175984575,95,454,Kapaa Elementary,4886 Kawaihau Road,Kapaa,96746,808.821.4424,808.821.4431,Jason W Kuloloia,K,5,Elementary,http://www.kapaaes.k12.hi.us/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-159.31307170566,22.0918661676529,96,455,Kapaa High,4695 Mailihuna Road,Kapaa,96746,808.821.4400,808.821.4420,Daniel S Hamada,9,12,High,http://kapaahighschool.net/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-159.327731432606,22.0793390366192,97,447,Kapaa Middle,4867 Olohena Road,Kapaa,96746,808.821.4460,808.821.6967,Nathan Earl Aiwohi,6,8,Middle,http://www.kapaamiddleschool.org/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-157.868802790893,21.3352260837488,98,124,Kapalama Elementary,1601 North School Street,Honolulu,96817,808.832.3290,808.832.3302,Patricia M Dang,K,5,Elementary,https://sites.google.com/site/kapalamaweb1,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-155.077518312234,19.7138963332379,99,367,Kapiolani Elementary,966 Kilauea Avenue,Hilo,96720,808.974.4160,808.974.4161,Gregg K Yonemori,K,6,Elementary,http://cks.k12.hi.us/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-158.064292315807,21.3344293287351,100,282,Kapolei Elementary,91-1119 Kamaaha Loop,Kapolei,96707,808.693.7000,808.693.7011,Cindy S Otsu,K,5,Elementary,http://www.kapoleielementary.org/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.068286368349,21.3281974434691,101,292,Kapolei High,91-5007 Kapolei Parkway,Kapolei,96707,808.692.8200,808.692.8255,Elden M Esmeralda,9,12,High,http://www.kapoleihigh.org/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.057371203443,21.3323661239265,102,291,Kapolei Middle,91-5335 Kapolei Parkway,Kapolei,96707,808.693.7025,808.693.7030,Bruce Isamu Naguwa,6,8,Middle,http://www.kapoleims.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.803628474448,21.408787588919,103,315,Kapunahala Elementary,45-828 Anoi Road,Kaneohe,96744,808.233.5650,808.233.5651,Deborah S H Nekomoto,K,6,Elementary,http://www.kapunahala.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-155.477228771611,19.2024857154527,104,368,Kau High and Pahala Elementary,96-3150 Pikake Street,Pahala,96777,808.313.4100,808.928.2092,Sharon Ann Beck,K,12,Elementary-Middle-High,http://kau.k12.hi.us/,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-159.358553163105,21.959661989464,105,456,Kauai High,3577 Lala Road,Lihue,96766,808.274.3160,808.274.3170,Anne Clarke Kane,9,12,High,http://www.kauaihigh.org/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-157.858518120162,21.3184260789132,106,125,Kauluwela Elementary,1486 Aala Street,Honolulu,96817,808.587.4447,808.587.4453,Christopher J Daly,K,5,Elementary,http://kauluwela.k12.hi.us/HOME.NSF,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-155.134572354153,19.6860715420724,107,369,Kaumana Elementary,1710 Kaumana Drive,Hilo,96720,808.974.4190,808.974.4197,Ray Koji Mizuba,K,6,Elementary,https://sites.google.com/a/kaumana.k12.hi.us/kaumanaelementary/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-159.351177887115,21.9948814295364,108,457,Kaumualii Elementary,4380 Hanamaulu Road,Lihue,96766,808.241.3150,808.241.3159,Jason Yoshito Yoshida,K,5,Elementary,http://www.kaumualii.k12.hi.us/king.html,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-157.018346024081,21.0886347946444,109,407,Kaunakakai Elementary,30 Ailoa,Kaunakakai,96748,808.553.1730,808.553.1737,Janice S Espiritu,K,6,Elementary,http://kaunakakaischool.net,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0,2023/02/02 00:00:00+00
-157.85109017364,21.3192023245443,110,126,Kawananakoa Middle,49 Funchal Street,Honolulu,96813,808.307.0300,808.587.4443,Ann A Sugibayashi,6,8,Middle,http://www.kawananakoams.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-155.917180549416,19.5089972537364,111,378,Ke Kula O Ehunuikaimalino,81-1041 Konawaena School Road,Kealakekua,96750,808.323.1900,808.323.4538,Ann H Paulino,K,12,Elementary-Middle-High,http://ehunui.org/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.03449262854,19.6131755647689,112,353,Keaau Elementary,16-680 Keaau-Pahoa Road,Keaau,96749,808.982.4210,808.982.4217,Ronald A Jarvis,K,5,Elementary,http://www.keaau.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.031619810462,19.6107818118402,113,354,Keaau High,16-725 Keaau-Pahoa Road,Keaau,96749,808.313.3300,808.982.4224,Dean Macario Cevallos,9,12,High,http://keaauhs.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.038516936245,19.6213580344491,114,370,Keaau Middle,16-565  Keaau-Pahoa Road,Keaau,96749,808.982.4200,808.982.4219,Elna M Gomes,6,8,Middle,http://www.keaaumiddle.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.982146006395,19.6689647820552,115,388,Kealakehe Elementary,74-5118 Kealakaa Street,Kailua-Kona,96740,808.327.4308,808.327.4347,Nancy N Matsukawa,K,5,Elementary,http://kealakehe.k12.hi.us/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.998266682912,19.6707365783162,116,392,Kealakehe High,74-5000 Puohulihuli Street,Kailua-Kona,96740,808.327.4300,808.327.4307,Wilfred F Murakami,9,12,High,http://www.khswaveriders.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.984770173955,19.6708780893157,117,390,Kealakehe Intermediate,74-5062 Onipaa Street,Kailua-Kona,96740,808.327.4314,808.327.4315,Mark D Hackelberg,6,8,Middle,http://www.kishawks.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.045257503138,19.7288186639423,118,372,Keaukaha Elementary,240 Desha Avenue,Hilo,96720,808.974.4181,808.974.4868,Stacey Lee M Bello,K,6,Elementary,http://www.keaukahaelementary.com/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-159.714698286765,21.9714177244273,119,458,Kekaha Elementary,8140 Kekaha Road,Kekaha,96752,808.337.7655,808.337.7657,Marilyn M Asahi,K,5,Elementary,http://www.kekaha.k12.hi.us/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-156.330160631846,20.827634963835,120,435,Kekaulike High,121 Kula Highway,Pukalani,96768,808.573.8710,808.573.2231,Mark Alan Elliott,9,12,High,http://kekaulikehs.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-157.735398123594,21.3708855940699,121,317,Keolu Elementary,1416 Keolu Drive,Kailua,96734,808.266.7818,808.266.7892,Gay Marie Kong,K,6,Elementary,http://www.keoluelementary.com/,Kailua,Kailua-Kalaheo,Windward,Oahu,0,2023/02/02 00:00:00+00
-154.926847584257,19.5269839817877,122,391,Keonepoko Elementary,15-890 Kahakai Boulevard,Pahoa,96778,808.965.2131,808.965.2138,Brandon Curtis Gallagher,K,6,Elementary,https://www.facebook.com/Keonepoko-Elementary-563497480444911/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-158.020193052366,21.3226544538764,123,294,Keoneula Elementary,91-970 Kaileolea Drive,Ewa Beach,96706,808.530.7253,808.689.1350,Paul S Taga,K,6,Elementary,http://keoneula.k12.hi.us/,Campbell,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-156.44677694623,20.7486269189585,124,409,Kihei Elementary,250 E. Lipoa Street,Kihei,96753,808.875.6818,808.875.6825,Lisa Gaye McClintock,K,5,Elementary,http://www.kiheielementary.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-159.409438044238,22.2051210944532,125,459,Kilauea Elementary,2440 Kolo Road,Kilauea,96754,808.828.1212,808.828.2034,Sherry Lynn Scott Gonsalves,K,6,Elementary,http://kilaueaschool.com/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-156.834990237444,21.0599932720175,126,410,Kilohana Elementary,Kamehameha V Highway,Kaunakakai,96748,808.558.2200,808.558.2203,Marilyn P Simms,K,6,Elementary, ,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0,2023/02/02 00:00:00+00
-157.806434355224,21.4257249393101,127,318,King Intermediate,46-155 Kamehameha Highway,Kaneohe,96744,808.233.5727,808.233.5747,Wendy Joy Namie Matsuzaki,7,8,Middle,http://www.king.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-158.013403284235,21.4618284738378,128,212,Kipapa Elementary,95-076 Kipapa Drive,Mililani,96789,808.305.3900,808.627.7326,Corinne Naomi Yogi,K,5,Elementary,http://www.kipapaelementary.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-155.818923693329,20.2370310125162,129,395,Kohala Elementary,54-3609 Akoni Pule Highway,Kapaau,96755,808.889.7100,808.889.7103,Danny Paul Garcia,K,5,Elementary,http://www.kohalael.k12.hi.us/home.nsf,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.819239678448,20.2398781567514,130,373,Kohala High,54-3611 Akoni Pule Highway,Kapaau,96755,808.889.7117,808.889.7120,Janette F L Snelling,9,12,High,http://www.kohalahs.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.778444704252,20.2268605660694,131,366,Kohala Middle,53-4155 Akoni Pule Highway,Kapaau,96755,808.889.7119,808.889.7121,Alan G Brown,6,8,Middle,http://www.kohalams.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-157.704728152275,21.2757470645593,132,127,Koko Head Elementary,189 Lunalilo Home Road,Honolulu,96825,808.397.5811,808.397.5816,Jeffrey Takeshi Shitaoka,K,5,Elementary,http://kokoheadschool.org/,Kaiser,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-159.466173122926,21.8989824048432,133,460,Koloa Elementary,3223 Poipu Road,Koloa,96756,808.742.8460,808.742.8466,Linda Kay Uyehara,K,5,Elementary,http://koloa.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-155.923156182157,19.5048368267359,134,375,Konawaena Elementary,81-901 Onouli Road,Kealakekua,96750,808.323.4555,808.323.4551,Claire L Yoshida,K,5,Elementary,http://konawaenael.k12.hi.us,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.915493964513,19.5093404497369,135,374,Konawaena High,81-1043 Konawaena School Road,Kealakekua,96750,808.323.4500,808.323.4515,Shawn S Suzuki,9,12,High,http://www.konawaenahs.org/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.913804070044,19.5119093114287,136,376,Konawaena Middle,81-1045 Konawaena School Road,Kealakekua,96750,808.323.4566,808.323.4574,Teddy Lee Burgess,6,8,Middle,http://konawaenamiddle.k12.hi.us/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-157.819254783606,21.2902900917224,137,128,Kuhio Elementary,2759 South King Street,Honolulu,96826,808.973.0085,808.973.0088,Lynn M Kobayashi,K,5,Elementary,http://www.kuhioschool.k12.hi.us,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-156.328789961621,20.7612146881233,138,412,Kula Elementary,5000 Kula Highway,Kula,96790,808.876.7610,808.876.7616,Hans Christopher Bachaus,K,5,Elementary,http://kulaschool.weebly.com/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-156.661195106007,20.8855707495453,139,413,Lahaina Intermediate,871 Lahainaluna Road,Lahaina,96761,808.662.3965,808.662.3968,Stacy Anne Bookland,6,8,Middle,http://lis.schoolwires.net/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0,2023/02/02 00:00:00+00
-156.659921612044,20.8891739764422,140,414,Lahainaluna High,980 Lahainaluna Road,Lahaina,96761,808.662.4000,808.662.3997,Daniel V Espaniola,9,12,High,http://www.lahainalunahs.org/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0,2023/02/02 00:00:00+00
-157.92441974102,21.6484469896581,141,319,Laie Elementary,55-109 Kulanui Street,Laie,96762,808.293.8965,808.293.8968,Eliza Leialoha Kaka,K,6,Elementary,https://sites.google.com/a/laie.k12.hi.us/laie-elementary/,Kahuku,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-156.921885427968,20.8264584935885,142,415,Lanai High and Elementary,555 Fraser Avenue,Lanai City,96763,808.565.7900,808.565.7904,Elton N Kinoshita,K,12,Elementary-Middle-High,http://www.edline.net/pages/lhes,Lanai,Hana-Lahainaluna-Lanai-Molokai,Maui,Lanai,0,2023/02/02 00:00:00+00
-157.85975475208,21.3270277165888,143,129,Lanakila Elementary,717 North Kuakini Street,Honolulu,96817,808.587.4466,808.587.4468,Katherine B Balatico,K,5,Elementary,http://lanakilaelem.k12.hi.us/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.972175151046,21.3892404155382,144,268,Lehua Elementary,791 Lehua Avenue,Pearl City,96782,808.453.6490,808.453.6497,Aaron S Tominaga,K,6,Elementary,http://lehua.k12.hi.us,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.174985029539,21.4391205993793,145,271,Leihoku Elementary,86-285 Leihoku Street,Waianae,96792,808.697.7100,808.697.7142,Randall A K Miura,K,6,Elementary,http://les.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.012274179362,21.5023065247077,146,214,Leilehua High,1515 California Avenue,Wahiawa,96786,808.305.3000,808.622.6554,Jason H Nakamoto,9,12,High,http://www.leilehua.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-156.48519644114,20.8802098621736,147,416,Lihikai Elementary,335 South Papa Avenue,Kahului,96732,808.873.3033,808.873.3570,Shannon S M Cabanilla,K,5,Elementary,https://sites.google.com/site/lihikaielementaryschool/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-157.806487525502,21.2784587574515,148,130,Liholiho Elementary,3430 Maunaloa Avenue,Honolulu,96816,808.733.4850,808.733.4856,Christina W Small,K,5,Elementary,http://liholiho.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.863452989877,21.3243784603806,149,131,Likelike Elementary,1618 Palama Street,Honolulu,96817,808.832.3370,808.832.3374,Kelly T Bart,K,5,Elementary,https://sites.google.com/a/likelike.k12.hi.us/likelike-elementary-school/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.877833347651,21.3387646437417,150,133,Linapuni Elementary,1434 Linapuni Street,Honolulu,96819,808.305.2150,808.832.3305,Cynthia M Sunahara,PreK,1,Elementary,http://www.linapuniel.k12.hi.us,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.83958184562,21.312075476792,151,134,Lincoln Elementary,615 Auwaiolimu Street,Honolulu,96813,808.587.4480,808.587.4487,Jacqueline Lehua Ornellas,K,5,Elementary,http://les.lincoln.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-156.446122226711,20.7451947088368,152,430,Lokelani Intermediate,1401 Liloa Drive,Kihei,96753,808.875.6800,808.875.6835,Francoise D M Wittenburg,6,8,Middle,http://www.lokelani.k12.hi.us/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-157.832267967594,21.2928041480564,153,135,Lunalilo Elementary,810 Pumehana Street,Honolulu,96826,808.973.0270,808.973.0276,Amy B Kantrowitz,K,5,Elementary,http://www.lunalilo.k12.hi.us/,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.847133186789,21.3288657649706,154,136,Maemae Elementary,319 Wyllie Street,Honolulu,96817,808.595.5400,808.595.5405,Lenn Shigeru Uyeda,K,6,Elementary,http://www.maemaeschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-158.174092228966,21.4198100337576,155,257,Maili Elementary,87-360 Kulaaupuni Street,Waianae,96792,808.697.7150,808.697.7151,Suzie Lee,K,6,Elementary,http://maili.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.212390830841,21.4692803049951,156,258,Makaha Elementary,84-200 Ala Naauao Place,Waianae,96792,808.695.7900,808.695.7905,Wade Araki,K,6,Elementary,http://makaha.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.084256135807,21.3451152357799,157,259,Makakilo Elementary,92-675 Anipeahi Street,Kapolei,96707,808.672.1122,808.672.1128,Todd Y Fujimori,K,5,Elementary,http://www.makakiloelementary.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.927789292352,21.361626588808,158,215,Makalapa Elementary,4435 Salt Lake Blvd.,Honolulu,96818,808.421.4110,808.421.4112,Denise K B Arai,K,6,Elementary,http://www.makalapael.org/,Radford,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-156.312795345042,20.8573887135585,159,417,Makawao Elementary,3542 Baldwin Avenue,Makawao,96768,808.573.8770,808.573.8774,Robyn Ai Honda,K,5,Elementary,http://www.makawao.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-157.972194966311,21.4081675208978,160,260,Manana Elementary,1147 Kumano Street,Pearl City,96782,808.453.6430,808.453.6437,Bryan K Loo,K,6,Elementary,http://www.manana.k12.hi.us/Home.html,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.809005079461,21.3171509860141,161,137,Manoa Elementary,3155 Manoa Road,Honolulu,96822,808.988.1868,808.988.1860,Kerry Takayuki Higa,K,5,Elementary,http://www.manoaschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-156.471286583263,20.873944353568,162,418,Maui High,660 South Lono Avenue,Kahului,96732,808.727.4000,808.873.3010,Francoise D M Wittenburg,9,12,High,http://www.mauihigh.org,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-156.485400473747,20.8745087688764,163,428,Maui Waena Intermediate,795 Onehee Street,Kahului,96732,808.873.3070,808.873.3066,Jacquelyn Royanne McCandless,6,8,Middle,http://www.mauiwaena.com,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-158.082806453888,21.3580064368164,164,286,Mauka Lani Elementary,92-1300 Panana Street,Kapolei,96707,808.672.1100,808.672.1114,Wesley Hiromi Shinkawa,K,5,Elementary,http://maukalanielementary.weebly.com/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.207904217888,21.1300414494098,165,419,Maunaloa Elementary,Maunaloa Highway,Maunaloa,96770,808.552.2000,808.552.2004,Joe S Jr Yamamoto,K,6,Elementary,http://maunaloaschool.weebly.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0,2023/02/02 00:00:00+00
-157.753107244619,21.3771270263725,166,321,Maunawili Elementary,1465 Ulupii Street,Kailua,96734,808.266.7822,808.266.7834,Christine Marie Udarbe,K,6,Elementary,http://mes.k12.hi.us/MES/Home/Home.html,Kailua,Kailua-Kalaheo,Windward,Oahu,0,2023/02/02 00:00:00+00
-157.84754928193,21.3010269890731,167,138,McKinley High,1039 South King Street,Honolulu,96814,808.594.0400,808.594.0407,Ron M Okamura,9,12,High,http://www.mckinley.k12.hi.us/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-158.008154016338,21.4532200662511,168,216,Mililani High,95-1200 Meheula Parkway,Mililani,96789,808.307.4200,808.627.7375,Frederick W Murphy,9,12,High,http://www.mililanihs.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-157.984858492718,21.4798431920853,169,240,Mililani Ike Elementary,95-1330 Lehiwa Drive,Mililani,96789,808.626.2980,808.626.2958,Lynne Shigeko Ajifu,K,5,Elementary,http://www.milike.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.000749380641,21.4715865483969,170,241,Mililani Mauka Elementary,95-1111 Makaikai Street,Mililani,96789,808.305.1700,808.626.3006,Avis Y Nanbu,K,5,Elementary,http://www.milmauka.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-157.990095235208,21.4745574953609,171,238,Mililani Middle,95-1140 Lehiwa Drive,Mililani,96789,808.626.7355,808.626.7358,Shannon Lee Tamashiro,6,8,Middle,http://www.milmdl.k12.hi.us/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.015450257013,21.4378641567033,172,242,Mililani Uka Elementary,94-380 Kuahelani Avenue,Mililani,96789,808.305.4900,808.627.7387,Heather G Wilhelm,K,5,Elementary,http://www.mililaniuka.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.009790426205,21.4557469439135,173,234,Mililani Waena Elementary,95-502 Kipapa Drive,Mililani,96789,808.627.7300,808.627.7455,Barron T Iwamura,K,5,Elementary,https://www.mililaniwaena.org,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-157.891280111332,21.3494071325292,174,217,Moanalua Elementary,1337 Mahiole Street,Honolulu,96819,808.305.1200,808.831.7877,Lynda H J K Sadaoka,K,6,Elementary,http://www.moanaluaelementary.org,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.900962469171,21.3452912303519,175,218,Moanalua High,2825 Ala Ilima Street,Honolulu,96818,808.305.1000,808.831.7919,Robin Jean Martin,9,12,High,http://www.moanaluahs.org/,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.892217201368,21.3499514368738,176,219,Moanalua Middle,1289 Mahiole Street,Honolulu,96819,808.305.1289,808.831.7859,Wayne Cepeda Guevara,7,8,Middle,http://www.moanaluamiddle.org/,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.749516392409,21.444697373438,177,322,Mokapu Elementary,1193 Mokapu Blvd.   KMCB Bldg.,Kailua,96734,808.254.7964,808.254.7969,Charles  IV Fradley,K,6,Elementary,http://mokapu.k12.hi.us/,Kalaheo,Kailua-Kalaheo,Windward,Oahu,0,2023/02/02 00:00:00+00
-157.941007572654,21.3423097076722,178,220,Mokulele Elementary,250 Aupaka Street,Honolulu,96818,808.421.4180,808.421.4182,Peter Tovey,K,6,Elementary,http://mokulele.k12.hi.us/,Radford,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.047650423108,21.1621594772433,179,421,Molokai High,2140 Farrington Avenue,Hoolehua,96729,808.567.6950,808.567.6960,Stanford J Hao,9,12,High,http://molokaihighschool.weebly.com/,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0,2023/02/02 00:00:00+00
-157.047833258864,21.164891594209,180,434,Molokai Middle,2175 Lihipali Avenue,Hoolehua,96729,808.567.6940,808.567.6939,Dawn Dyer Mains,7,8,Middle,http://www.molokaimiddleschool.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0,2023/02/02 00:00:00+00
-157.955530410992,21.413762733012,181,285,Momilani Elementary,2130 Hookiekie Street,Pearl City,96782,808.453.6444,808.453.6448,Doreen Y Higa,K,6,Elementary,http://www.momilani.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-155.103302182017,19.554605063574,182,379,Mountain View Elementary,18-1235 Volcano Highway,Mountain View,96771,808.313.3200,808.968.2305,Wilma Tabios Roddy,K,5,Elementary,http://www.mveshawks.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.579921614116,19.0621169752059,183,380,Naalehu Elementary,95-5545 Mamalahoa Highway,Naalehu,96772,808.939.2413,808.939.2419,Darlene M Javar,K,6,Elementary, ,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-156.664079289684,20.8869749294624,184,429,Nahienaena Elementary,816 Niheu Street,Lahaina,96761,808.662.4020,808.662.4023,Lynn H Kahoohalahala,K,5,Elementary,https://sites.google.com/a/lahaina.k12.hi.us/princess-nahienaena-elementary/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0,2023/02/02 00:00:00+00
