objectid,fid_1,acres,tmk8_num,tmk8_alph,tmk_9,type,osds_class,x,y,soil_qty,soil_n,soil_p,soil_fc,soil_eff,soil_nflx,soil_pflx,st_qty_1,st_n_1,st_p_1,st_fc_1,st_eff_1,st_nflx_1,st_pflx_1,au_qty,au_n,au_p,au_fc,au_eff,au_nflx,au_pflx,cp_qty,cp_n,cp_p,cp_fc,cp_eff,cp_nflx,cp_pflx,ttl_osds,ttl_eff,ttl_n,ttl_p,rsk_score,towns
1093,2579,0.81,54002006,54002006,154002006,SOIL_TMT,Class I,612713,2390180,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1094,2580,0.12,54002037,54002037,154002037,CESSPOOL,Class IV,612662,2390200,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1095,2581,0.17,54002039,54002039,154002039,CESSPOOL,Class IV,612632,2390190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1096,2582,0.11,54002036,54002036,154002036,CESSPOOL,Class IV,612665,2390180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1097,2583,0.13,54002040,54002040,154002040,CESSPOOL,Class IV,612633,2390170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1098,2584,0.22,54002043,54002043,154002043,CESSPOOL,Class IV,612612,2390150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1099,2585,0.12,54002035,54002035,154002035,CESSPOOL,Class IV,612670,2390160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1100,2586,0.11,54002005,54002005,154002005,CESSPOOL,Class IV,612703,2390160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1101,2587,0.08,54002045,54002045,154002045,CESSPOOL,Class IV,612688,2390150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1102,2588,0.13,54002041,54002041,154002041,CESSPOOL,Class IV,612643,2390150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1103,2589,0.13,54002042,54002042,154002042,CESSPOOL,Class IV,612629,2390130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1104,2590,0.52,54002003,54002003,154002003,SOIL_TMT,Class I,612726,2390130,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1105,2591,0.12,54013052,54013052,154013052,CESSPOOL,Class IV,612587,2390130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1106,2592,0.17,54002034,54002034,154002034,SOIL_TMT,Class I,612681,2390120,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,5,KOOLAULOA
1107,2593,0.13,54002044,54002044,154002044,CESSPOOL,Class IV,612616,2390120,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1108,2594,0.12,54002033,54002033,154002033,CESSPOOL,Class IV,612663,2390110,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1109,2595,0.14,54013048,54013048,154013048,MULTIPLE,Multiple,612590,2390110,0,0,0,0,0,0,0,1,36,13,1000000,800,0.109008,0.039364, , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,2,1400,0.2475,0.078,5,KOOLAULOA
1110,2596,0.96,54001032,54001032,154001032,SOIL_TMT,Class I,612844,2390090,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1111,2597,0.79,54001026,54001026,154001026,SOIL_TMT,Class I,612732,2390070,1,1,2,13,200,0.000757,0.001514, , , , , , , , , , , , , , , , , , , , , ,1,200,0.0008,0.0015,5,KOOLAULOA
1112,2598,0.12,54013047,54013047,154013047,CESSPOOL,Class IV,612578,2390100,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1113,2599,0.15,54002032,54002032,154002032,CESSPOOL,Class IV,612685,2390100,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1114,2600,0.15,54013046,54013046,154013046,CESSPOOL,Class IV,612600,2390100,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1115,2601,0.12,54002029,54002029,154002029,CESSPOOL,Class IV,612651,2390090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1116,2602,0.14,54013036,54013036,154013036,CESSPOOL,Class IV,612527,2390080,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1117,2603,0.12,54002028,54002028,154002028,SEPTIC,Class II,612639,2390080,0,0,0,0,0,0,0,1,36,13,1000000,800,0.109008,0.039364, , , , , , , , , , , , , , ,1,800,0.109,0.0394,5,KOOLAULOA
1118,2604,1.74,54001024,54001024,154001024,CESSPOOL,Class IV,612763,2390040,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1119,2605,0.2,54002030,54002030,154002030,CESSPOOL,Class IV,612677,2390070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1120,2606,0.13,54013037,54013037,154013037,CESSPOOL,Class IV,612539,2390070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1121,2607,0.11,54013045,54013045,154013045,CESSPOOL,Class IV,612620,2390060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1122,2608,0.12,54013038,54013038,154013038,CESSPOOL,Class IV,612557,2390060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1123,2609,0.14,54013039,54013039,154013039,CESSPOOL,Class IV,612578,2390060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1124,2610,0.13,54002027,54002027,154002027,SOIL_TMT,Class I,612650,2390060,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1125,2611,0.12,54013044,54013044,154013044,CESSPOOL,Class IV,612605,2390060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1126,2612,0.96,54013041,54013041,154013041,CESSPOOL,Class IV,612566,2390030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1127,2613,0.2,54002026,54002026,154002026,CESSPOOL,Class IV,612664,2390050,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1128,2614,0.13,54013043,54013043,154013043,CESSPOOL,Class IV,612620,2390040,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1129,2615,0.2,54001053,54001053,154001053,CESSPOOL,Class IV,612826,2390020,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1130,2616,0.38,54002024,54002024,154002024,CESSPOOL,Class IV,612663,2390020,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1131,2617,0.14,54013042,54013042,154013042,SOIL_TMT,Class I,612627,2390020,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1132,2618,0.2,54001023,54001023,154001023,CESSPOOL,Class IV,612838,2390000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1133,2619,0.52,54013058,54013058,154013058,CESSPOOL,Class IV,612564,2389990,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1134,2620,0.36,54007056,54007056,154007056,SOIL_TMT,Class I,612615,2389980,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1135,2621,0.31,54007057,54007057,154007057,CESSPOOL,Class IV,612642,2389980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1136,2622,0.16,54007040,54007040,154007040,SOIL_TMT,Class I,612595,2389970,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1137,2623,0.13,54007042,54007042,154007042,CESSPOOL,Class IV,612560,2389970,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1138,2624,0.13,54007043,54007043,154007043,CESSPOOL,Class IV,612546,2389960,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1139,2625,0.49,54001027,54001027,154001027,CESSPOOL,Class IV,612765,2389920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1140,2626,0.85,54001030,54001030,154001030,AEROBIC,Class III,612735,2389880,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,600,0.054504,0.018168, , , , , , , ,1,600,0.0545,0.0182,5,KOOLAULOA
1141,2627,0.24,54013001,54013001,154013001,SOIL_TMT,Class I,612513,2389950,1,1,2,13,1200,0.004542,0.009084, , , , , , , , , , , , , , , , , , , , , ,1,1200,0.0045,0.0091,5,KOOLAULOA
1142,2628,0.12,54007058,54007058,154007058,CESSPOOL,Class IV,612656,2389950,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1143,2629,0.11,54007039,54007039,154007039,AEROBIC,Class III,612602,2389940,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,600,0.054504,0.018168, , , , , , , ,1,600,0.0545,0.0182,5,KOOLAULOA
1144,2630,0.13,54007055,54007055,154007055,CESSPOOL,Class IV,612626,2389940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1145,2631,0.28,54013059,54013059,154013059,CESSPOOL,Class IV,612531,2389920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1146,2632,0.12,54007044,54007044,154007044,CESSPOOL,Class IV,612572,2389930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1147,2633,0.14,54007059,54007059,154007059,CESSPOOL,Class IV,612663,2389930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1148,2634,0.11,54001048,54001048,154001048,CESSPOOL,Class IV,612885,2389930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1149,2635,0.12,54007038,54007038,154007038,CESSPOOL,Class IV,612608,2389920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1150,2636,0.12,54007054,54007054,154007054,CESSPOOL,Class IV,612633,2389920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1151,2637,0.19,54001020,54001020,154001020,CESSPOOL,Class IV,612901,2389910,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1152,2638,0.12,54007046,54007046,154007046,CESSPOOL,Class IV,612573,2389910,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1153,2639,0.12,54007037,54007037,154007037,CESSPOOL,Class IV,612615,2389900,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1154,2640,0.11,54007060,54007060,154007060,CESSPOOL,Class IV,612669,2389900,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1155,2641,0.1,54007048,54007048,154007048,CESSPOOL,Class IV,612557,2389890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1156,2642,0.12,54007047,54007047,154007047,CESSPOOL,Class IV,612578,2389900,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1157,2643,0.12,54007053,54007053,154007053,CESSPOOL,Class IV,612641,2389890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1158,2644,0.12,54001065,54001065,154001065,SOIL_TMT,Class I,612787,2389870,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1159,2645,0.17,54001017,54001017,154001017,CESSPOOL,Class IV,612777,2389890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1160,2646,0.1,54001052,54001052,154001052,CESSPOOL,Class IV,612703,2389890,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1161,2647,0.12,54007036,54007036,154007036,CESSPOOL,Class IV,612621,2389880,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1162,2648,0.12,54007061,54007061,154007061,CESSPOOL,Class IV,612676,2389880,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1163,2649,0.12,54007052,54007052,154007052,CESSPOOL,Class IV,612648,2389870,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1164,2650,0.13,54007035,54007035,154007035,CESSPOOL,Class IV,612628,2389860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1165,2651,0.49,54001031,54001031,154001031,CESSPOOL,Class IV,612718,2389840,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1166,2652,0.07,54009030,54009030,154009030,CESSPOOL,Class IV,612964,2389860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1167,2653,0.37,54007064,54007064,154007064,AEROBIC,Class III,612697,2389830,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,1000,0.09084,0.03028, , , , , , , ,1,1000,0.0908,0.0303,5,KOOLAULOA
1168,2654,0.08,54009029,54009029,154009029,SEPTIC,Class II,612977,2389850,0,0,0,0,0,0,0,1,36,13,1000000,600,0.081756,0.029523, , , , , , , , , , , , , , ,1,600,0.0818,0.0295,5,KOOLAULOA
1169,2655,0.46,54007031,54007031,154007031,CESSPOOL,Class IV,612679,2389800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1170,2656,0.15,54007065,54007065,154007065,CESSPOOL,Class IV,612663,2389840,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1171,2657,0.98,54007009,54007009,154007009,CESSPOOL,Class IV,612656,2389780,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1172,2658,0.08,54009028,54009028,154009028,CESSPOOL,Class IV,612990,2389830,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1173,2659,0.1,54007033,54007033,154007033,SOIL_TMT,Class I,612603,2389820,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,5,KOOLAULOA
1174,2660,0.08,54009027,54009027,154009027,CESSPOOL,Class IV,613003,2389820,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1175,2661,0.82,54007028,54007028,154007028,MULTIPLE,Multiple,612613,2389790,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,2,2000,0.2347,0.0719,5,KOOLAULOA
1176,2662,0.1,54009026,54009026,154009026,CESSPOOL,Class IV,613018,2389810,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1177,2663,0.15,54009017,54009017,154009017,CESSPOOL,Class IV,612937,2389790,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1178,2664,0.11,54009025,54009025,154009025,CESSPOOL,Class IV,613032,2389800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1179,2665,0.15,54009019,54009019,154009019,CESSPOOL,Class IV,612975,2389790,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1180,2666,0.11,54009024,54009024,154009024,SOIL_TMT,Class I,613047,2389790,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,5,KOOLAULOA
1181,2667,0.15,54009031,54009031,154009031,SOIL_TMT,Class I,612990,2389770,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,5,KOOLAULOA
1182,2668,0.11,54009022,54009022,154009022,CESSPOOL,Class IV,613076,2389770,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1183,2669,0.17,54009021,54009021,154009021,CESSPOOL,Class IV,613096,2389760,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1184,2670,0.18,54009052,54009052,154009052,CESSPOOL,Class IV,613123,2389750,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1185,2671,0.28,54009006,54009006,154009006,CESSPOOL,Class IV,613060,2389730,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1200,0.277060,0.077210,1,1200,0.2771,0.0772,5,KOOLAULOA
1186,2672,0.07,54010014,54010014,154010014,CESSPOOL,Class IV,613164,2389740,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,5,KOOLAULOA
1187,2673,0.07,54010013,54010013,154010013,CESSPOOL,Class IV,613182,2389740,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1188,2674,0.13,54010001,54010001,154010001,CESSPOOL,Class IV,613289,2389730,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1189,2675,0.09,54010006,54010006,154010006,CESSPOOL,Class IV,613241,2389740,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1190,2676,1,54009002,54009002,154009002,CESSPOOL,Class IV,613177,2389690,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1191,2677,0.11,54009045,54009045,154009045,CESSPOOL,Class IV,613230,2389700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1192,2678,0.13,54009046,54009046,154009046,CESSPOOL,Class IV,613246,2389700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1193,2679,0.12,54009047,54009047,154009047,CESSPOOL,Class IV,613261,2389700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,1000,0.230890,0.064350,1,1000,0.2309,0.0643,5,KOOLAULOA
1194,2680,0.13,54009048,54009048,154009048,CESSPOOL,Class IV,613279,2389700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1195,2681,0.38,53016003,53016003,153016003,CESSPOOL,Class IV,613377,2389660,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1196,2682,0.12,54009049,54009049,154009049,CESSPOOL,Class IV,613235,2389670,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1197,2683,0.26,53016004,53016004,153016004,CESSPOOL,Class IV,613402,2389650,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1198,2684,0.25,53016005,53016005,153016005,SOIL_TMT,Class I,613422,2389640,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,5,KOOLAULOA
1199,2685,0.25,53016006,53016006,153016006,MULTIPLE,Multiple,613442,2389630,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,2,1400,0.1416,0.0447,5,KOOLAULOA
1200,2686,0.24,53016007,53016007,153016007,CESSPOOL,Class IV,613462,2389620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1201,2687,2.22,53016008,53016008,153016008,SEPTIC,Class II,613473,2389570,0,0,0,0,0,0,0,1,36,13,1000000,540,0.07358,0.026571, , , , , , , , , , , , , , ,1,540,0.0736,0.0266,5,KOOLAULOA
1202,2688,0.25,53016009,53016009,153016009,CESSPOOL,Class IV,613550,2389570,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1203,2689,0.12,53016010,53016010,153016010,CESSPOOL,Class IV,613575,2389570,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,5,KOOLAULOA
1204,2690,0.14,53016011,53016011,153016011,CESSPOOL,Class IV,613568,2389560,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,5,KOOLAULOA
1205,2691,0.12,53016034,53016034,153016034,CESSPOOL,Class IV,613596,2389560,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1206,2692,0.14,53016012,53016012,153016012,CESSPOOL,Class IV,613589,2389550,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1207,2693,0.11,53016035,53016035,153016035,CESSPOOL,Class IV,613617,2389550,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1208,2694,0.21,53016025,53016025,153016025,CESSPOOL,Class IV,613527,2389540,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
1209,2695,0.14,53016013,53016013,153016013,CESSPOOL,Class IV,613609,2389540,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KOOLAULOA
