"GEO_ID","NAME","B17011_001E","B17011_001M","B17011_002E","B17011_002M","B17011_003E","B17011_003M","B17011_004E","B17011_004M","B17011_005E","B17011_005M",
"1500000US150030084061","Block Group 1, Census Tract 84.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084071","Block Group 1, Census Tract 84.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084081","Block Group 1, Census Tract 84.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084082","Block Group 2, Census Tract 84.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030084101","Block Group 1, Census Tract 84.10, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084111","Block Group 1, Census Tract 84.11, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030084112","Block Group 2, Census Tract 84.11, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084121","Block Group 1, Census Tract 84.12, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030084122","Block Group 2, Census Tract 84.12, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030085021","Block Group 1, Census Tract 85.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086061","Block Group 1, Census Tract 86.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086062","Block Group 2, Census Tract 86.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086063","Block Group 3, Census Tract 86.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086064","Block Group 4, Census Tract 86.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086091","Block Group 1, Census Tract 86.09, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086092","Block Group 2, Census Tract 86.09, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086101","Block Group 1, Census Tract 86.10, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086111","Block Group 1, Census Tract 86.11, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086121","Block Group 1, Census Tract 86.12, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086131","Block Group 1, Census Tract 86.13, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086141","Block Group 1, Census Tract 86.14, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086142","Block Group 2, Census Tract 86.14, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086143","Block Group 3, Census Tract 86.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086144","Block Group 4, Census Tract 86.14, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086145","Block Group 5, Census Tract 86.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086146","Block Group 6, Census Tract 86.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086147","Block Group 7, Census Tract 86.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086148","Block Group 8, Census Tract 86.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086149","Block Group 9, Census Tract 86.14, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086171","Block Group 1, Census Tract 86.17, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086172","Block Group 2, Census Tract 86.17, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086173","Block Group 3, Census Tract 86.17, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086174","Block Group 4, Census Tract 86.17, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030086175","Block Group 5, Census Tract 86.17, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086221","Block Group 1, Census Tract 86.22, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086222","Block Group 2, Census Tract 86.22, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030086223","Block Group 3, Census Tract 86.22, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030087011","Block Group 1, Census Tract 87.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087012","Block Group 2, Census Tract 87.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087013","Block Group 3, Census Tract 87.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087014","Block Group 4, Census Tract 87.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087021","Block Group 1, Census Tract 87.02, Honolulu County, Hawaii","750500","500772","526300","457345","224200","210710","-","**","224200","210710",
"1500000US150030087022","Block Group 2, Census Tract 87.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087031","Block Group 1, Census Tract 87.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030087032","Block Group 2, Census Tract 87.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030087033","Block Group 3, Census Tract 87.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030087034","Block Group 4, Census Tract 87.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030088001","Block Group 1, Census Tract 88, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030088002","Block Group 2, Census Tract 88, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030088003","Block Group 3, Census Tract 88, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030088004","Block Group 4, Census Tract 88, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089061","Block Group 1, Census Tract 89.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089062","Block Group 2, Census Tract 89.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089063","Block Group 3, Census Tract 89.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089071","Block Group 1, Census Tract 89.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089072","Block Group 2, Census Tract 89.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089073","Block Group 3, Census Tract 89.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089074","Block Group 4, Census Tract 89.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089081","Block Group 1, Census Tract 89.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089082","Block Group 2, Census Tract 89.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089083","Block Group 3, Census Tract 89.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089091","Block Group 1, Census Tract 89.09, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089092","Block Group 2, Census Tract 89.09, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089121","Block Group 1, Census Tract 89.12, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089131","Block Group 1, Census Tract 89.13, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089132","Block Group 2, Census Tract 89.13, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089141","Block Group 1, Census Tract 89.14, Honolulu County, Hawaii","1567400","724319","501900","510994","1065400","574091","274300","291046","791100","519988",
"1500000US150030089142","Block Group 2, Census Tract 89.14, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089151","Block Group 1, Census Tract 89.15, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089152","Block Group 2, Census Tract 89.15, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089171","Block Group 1, Census Tract 89.17, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089172","Block Group 2, Census Tract 89.17, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089181","Block Group 1, Census Tract 89.18, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089182","Block Group 2, Census Tract 89.18, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089183","Block Group 3, Census Tract 89.18, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089184","Block Group 4, Census Tract 89.18, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089201","Block Group 1, Census Tract 89.20, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089202","Block Group 2, Census Tract 89.20, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089203","Block Group 3, Census Tract 89.20, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089204","Block Group 4, Census Tract 89.20, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089211","Block Group 1, Census Tract 89.21, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089221","Block Group 1, Census Tract 89.22, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089222","Block Group 2, Census Tract 89.22, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089223","Block Group 3, Census Tract 89.22, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089224","Block Group 4, Census Tract 89.22, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089231","Block Group 1, Census Tract 89.23, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089232","Block Group 2, Census Tract 89.23, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089233","Block Group 3, Census Tract 89.23, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089241","Block Group 1, Census Tract 89.24, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089242","Block Group 2, Census Tract 89.24, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089243","Block Group 3, Census Tract 89.24, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089251","Block Group 1, Census Tract 89.25, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089252","Block Group 2, Census Tract 89.25, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089253","Block Group 3, Census Tract 89.25, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089261","Block Group 1, Census Tract 89.26, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089271","Block Group 1, Census Tract 89.27, Honolulu County, Hawaii","205000","210867","205000","210867","-","**","-","**","-","**",
"1500000US150030089281","Block Group 1, Census Tract 89.28, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089291","Block Group 1, Census Tract 89.29, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030089292","Block Group 2, Census Tract 89.29, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089301","Block Group 1, Census Tract 89.30, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089311","Block Group 1, Census Tract 89.31, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030089312","Block Group 2, Census Tract 89.31, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030090001","Block Group 1, Census Tract 90, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030091001","Block Group 1, Census Tract 91, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030091002","Block Group 2, Census Tract 91, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030092001","Block Group 1, Census Tract 92, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030092002","Block Group 2, Census Tract 92, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030092003","Block Group 3, Census Tract 92, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030093001","Block Group 1, Census Tract 93, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030093002","Block Group 2, Census Tract 93, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030093003","Block Group 3, Census Tract 93, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030093004","Block Group 4, Census Tract 93, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030094001","Block Group 1, Census Tract 94, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030094002","Block Group 2, Census Tract 94, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030094003","Block Group 3, Census Tract 94, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030094004","Block Group 4, Census Tract 94, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095011","Block Group 1, Census Tract 95.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095012","Block Group 2, Census Tract 95.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095021","Block Group 1, Census Tract 95.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095022","Block Group 2, Census Tract 95.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095031","Block Group 1, Census Tract 95.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095041","Block Group 1, Census Tract 95.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095071","Block Group 1, Census Tract 95.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030095072","Block Group 2, Census Tract 95.07, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030096031","Block Group 1, Census Tract 96.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096032","Block Group 2, Census Tract 96.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096033","Block Group 3, Census Tract 96.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096034","Block Group 4, Census Tract 96.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096035","Block Group 5, Census Tract 96.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096036","Block Group 6, Census Tract 96.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030096081","Block Group 1, Census Tract 96.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030096082","Block Group 2, Census Tract 96.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097011","Block Group 1, Census Tract 97.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097012","Block Group 2, Census Tract 97.01, Honolulu County, Hawaii","1112400","1167605","-","**","1112400","1167605","-","**","1112400","1167605",
"1500000US150030097013","Block Group 3, Census Tract 97.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097031","Block Group 1, Census Tract 97.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097032","Block Group 2, Census Tract 97.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097033","Block Group 3, Census Tract 97.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030097041","Block Group 1, Census Tract 97.04, Honolulu County, Hawaii","201500","121243","56300","48379","145200","115726","23900","49489","121300","116915",
"1500000US150030098011","Block Group 1, Census Tract 98.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030098012","Block Group 2, Census Tract 98.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030098021","Block Group 1, Census Tract 98.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030098022","Block Group 2, Census Tract 98.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030098023","Block Group 3, Census Tract 98.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030099021","Block Group 1, Census Tract 99.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030099022","Block Group 2, Census Tract 99.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030099023","Block Group 3, Census Tract 99.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030099024","Block Group 4, Census Tract 99.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030099041","Block Group 1, Census Tract 99.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030099042","Block Group 2, Census Tract 99.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030099043","Block Group 3, Census Tract 99.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030099044","Block Group 4, Census Tract 99.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030099045","Block Group 5, Census Tract 99.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030100001","Block Group 1, Census Tract 100, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030100002","Block Group 2, Census Tract 100, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030101001","Block Group 1, Census Tract 101, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030101002","Block Group 2, Census Tract 101, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030101003","Block Group 3, Census Tract 101, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030101004","Block Group 4, Census Tract 101, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030102011","Block Group 1, Census Tract 102.01, Honolulu County, Hawaii","100000","98089","100000","98089","-","**","-","**","-","**",
"1500000US150030102012","Block Group 2, Census Tract 102.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030102013","Block Group 3, Census Tract 102.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030102021","Block Group 1, Census Tract 102.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030102022","Block Group 2, Census Tract 102.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030102023","Block Group 3, Census Tract 102.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030102024","Block Group 4, Census Tract 102.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103031","Block Group 1, Census Tract 103.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103032","Block Group 2, Census Tract 103.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103033","Block Group 3, Census Tract 103.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103051","Block Group 1, Census Tract 103.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103052","Block Group 2, Census Tract 103.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103053","Block Group 3, Census Tract 103.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103061","Block Group 1, Census Tract 103.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103062","Block Group 2, Census Tract 103.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103063","Block Group 3, Census Tract 103.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103064","Block Group 4, Census Tract 103.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103065","Block Group 5, Census Tract 103.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030103081","Block Group 1, Census Tract 103.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103082","Block Group 2, Census Tract 103.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030103083","Block Group 3, Census Tract 103.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105031","Block Group 1, Census Tract 105.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105032","Block Group 2, Census Tract 105.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105041","Block Group 1, Census Tract 105.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105042","Block Group 2, Census Tract 105.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030105043","Block Group 3, Census Tract 105.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030105051","Block Group 1, Census Tract 105.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030105052","Block Group 2, Census Tract 105.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030105053","Block Group 3, Census Tract 105.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105071","Block Group 1, Census Tract 105.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105072","Block Group 2, Census Tract 105.07, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030105081","Block Group 1, Census Tract 105.08, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030105082","Block Group 2, Census Tract 105.08, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030106011","Block Group 1, Census Tract 106.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030106012","Block Group 2, Census Tract 106.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030106013","Block Group 3, Census Tract 106.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030106021","Block Group 1, Census Tract 106.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030106022","Block Group 2, Census Tract 106.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030106023","Block Group 3, Census Tract 106.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030107011","Block Group 1, Census Tract 107.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030107012","Block Group 2, Census Tract 107.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030107021","Block Group 1, Census Tract 107.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030107022","Block Group 2, Census Tract 107.02, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030108011","Block Group 1, Census Tract 108.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030108012","Block Group 2, Census Tract 108.01, Honolulu County, Hawaii","641600","620090","93100","85110","548500","613222","-","**","548500","613222",
"1500000US150030108021","Block Group 1, Census Tract 108.02, Honolulu County, Hawaii","944400","702966","232300","215204","712100","668089","-","**","712100","668089",
"1500000US150030108022","Block Group 2, Census Tract 108.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030108023","Block Group 3, Census Tract 108.02, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030109011","Block Group 1, Census Tract 109.01, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030109012","Block Group 2, Census Tract 109.01, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030109031","Block Group 1, Census Tract 109.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030109032","Block Group 2, Census Tract 109.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030109041","Block Group 1, Census Tract 109.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030109042","Block Group 2, Census Tract 109.04, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030109051","Block Group 1, Census Tract 109.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030110001","Block Group 1, Census Tract 110, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030110002","Block Group 2, Census Tract 110, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030110003","Block Group 3, Census Tract 110, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111031","Block Group 1, Census Tract 111.03, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030111032","Block Group 2, Census Tract 111.03, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111041","Block Group 1, Census Tract 111.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111042","Block Group 2, Census Tract 111.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111043","Block Group 3, Census Tract 111.04, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111051","Block Group 1, Census Tract 111.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111052","Block Group 2, Census Tract 111.05, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
"1500000US150030111053","Block Group 3, Census Tract 111.05, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030111061","Block Group 1, Census Tract 111.06, Honolulu County, Hawaii","null","null","null","null","null","null","null","null","null","null",
"1500000US150030111062","Block Group 2, Census Tract 111.06, Honolulu County, Hawaii","-","**","-","**","-","**","-","**","-","**",
